product_id,product_category,base_price,competitor_price,demand_level,inventory_level,customer_traffic,time_of_day,day_of_week,season,is_peak,discount_pct,units_sold,revenue,optimal_price
PROD-01505,Sports,128.95,114.66,32.0,15.0,1015.0,Night,Wednesday,Winter,1,20.19,25,5333.75,213.35
PROD-01506,Fashion,32.26,31.27,77.0,388.0,4518.0,Night,Wednesday,Autumn,0,1.63,53,2704.06,51.02
PROD-01507,Beauty,141.65,137.9,36.0,300.0,2966.0,Morning,Saturday,Autumn,1,24.65,22,4801.72,218.26
PROD-01508,Home & Kitchen,470.42,426.35,76.0,455.0,4251.0,Night,Monday,Spring,0,17.73,58,39770.6,685.7
PROD-01509,Beauty,84.54,91.04,23.0,240.0,4614.0,Afternoon,Sunday,Winter,1,29.91,19,2802.31,147.49
PROD-01510,Books,40.33,38.17,13.0,219.0,2151.0,Morning,Friday,Autumn,0,23.89,11,581.57,52.87
PROD-01511,Home & Kitchen,247.42,254.03,35.0,421.0,276.0,Night,Friday,Autumn,0,0.16,25,7617.0,304.68
PROD-01512,Fashion,116.55,117.1,62.0,41.0,4549.0,Morning,Thursday,Summer,1,7.2,34,8626.48,253.72
PROD-01513,Books,11.57,12.88,26.0,181.0,2938.0,Morning,Sunday,Autumn,1,9.03,21,413.07,19.67
PROD-01514,Fashion,42.25,37.46,18.0,399.0,646.0,Afternoon,Saturday,Winter,1,24.58,12,603.0,50.25
PROD-01515,Fashion,73.53,65.02,76.0,146.0,2672.0,Afternoon,Monday,Autumn,0,17.83,56,6891.36,123.06
PROD-01516,Beauty,127.13,119.51,51.0,442.0,188.0,Morning,Thursday,Summer,1,26.16,45,7339.05,163.09
PROD-01517,Home & Kitchen,98.54,96.51,45.0,142.0,1484.0,Morning,Sunday,Autumn,1,17.95,35,5594.05,159.83
PROD-01518,Electronics,426.7,400.91,27.0,207.0,1771.0,Afternoon,Monday,Winter,1,11.46,18,11210.22,622.79
PROD-01519,Home & Kitchen,287.85,310.58,6.0,448.0,2299.0,Morning,Saturday,Summer,1,3.63,6,2328.0,388.0
PROD-01520,Home & Kitchen,131.11,121.09,10.0,122.0,2848.0,Morning,Tuesday,Winter,1,7.09,7,1393.77,199.11
PROD-01521,Beauty,32.85,28.76,69.0,484.0,4205.0,Night,Thursday,Autumn,0,14.03,45,2036.25,45.25
PROD-01522,Books,35.98,35.05,12.0,22.0,1789.0,Evening,Sunday,Spring,1,19.3,7,414.82,59.26
PROD-01523,Fashion,104.66,113.25,28.0,133.0,3689.0,Morning,Thursday,Winter,1,32.85,18,3504.96,194.72
PROD-01524,Electronics,826.16,913.05,91.0,295.0,4713.0,Morning,Monday,Autumn,0,8.39,46,73796.42,1604.27
PROD-01525,Sports,367.08,392.77,37.0,297.0,3755.0,Night,Monday,Summer,1,23.31,27,17808.39,659.57
PROD-01526,Electronics,350.99,357.09,75.0,455.0,1310.0,Afternoon,Saturday,Spring,1,5.34,67,32979.41,492.23
PROD-01527,Fashion,230.09,245.57,37.0,479.0,3404.0,Morning,Sunday,Winter,1,24.98,22,7666.34,348.47
PROD-01528,Electronics,1102.49,1162.48,93.0,339.0,1442.0,Evening,Wednesday,Winter,1,0.4,76,133034.2,1750.45
PROD-01529,Electronics,1029.09,947.08,83.0,330.0,2415.0,Night,Sunday,Spring,1,22.96,68,120216.52,1767.89
PROD-01530,Beauty,98.38,99.88,49.0,159.0,3192.0,Afternoon,Thursday,Autumn,0,5.71,29,4568.37,157.53
PROD-01531,Electronics,820.15,886.73,70.0,403.0,1501.0,Evening,Monday,Spring,1,6.31,53,73481.85,1386.45
PROD-01532,Electronics,839.21,793.17,44.0,321.0,69.0,Afternoon,Thursday,Summer,1,19.56,42,47514.18,1131.29
PROD-01533,Beauty,106.67,111.6,94.0,13.0,4193.0,Morning,Sunday,Autumn,1,13.14,48,12663.36,263.82
PROD-01534,Fashion,23.79,23.66,39.0,416.0,3651.0,Night,Tuesday,Spring,0,16.5,30,1035.9,34.53
PROD-01535,Books,57.7,57.75,84.0,180.0,659.0,Night,Sunday,Autumn,1,10.81,66,6595.38,99.93
PROD-01536,Electronics,785.6,688.99,63.0,238.0,1918.0,Night,Friday,Summer,1,33.37,50,62075.0,1241.5
PROD-01537,Electronics,981.47,1030.41,66.0,243.0,1345.0,Morning,Wednesday,Autumn,0,10.17,45,68024.25,1511.65
PROD-01538,Electronics,577.28,640.61,38.0,410.0,4889.0,Evening,Friday,Winter,1,18.97,23,23010.58,1000.46
PROD-01539,Books,5.68,5.07,84.0,134.0,4711.0,Evening,Wednesday,Spring,1,29.9,50,573.0,11.46
PROD-01540,Sports,216.15,207.47,75.0,196.0,3472.0,Morning,Monday,Winter,1,23.25,46,18345.26,398.81
PROD-01541,Home & Kitchen,268.38,232.04,82.0,20.0,2231.0,Night,Sunday,Spring,1,11.3,47,24737.51,526.33
PROD-01542,Fashion,120.51,103.5,81.0,174.0,308.0,Morning,Wednesday,Spring,0,19.34,54,9365.76,173.44
PROD-01543,Electronics,539.72,619.0,19.0,45.0,1272.0,Afternoon,Thursday,Summer,1,2.9,15,14250.3,950.02
PROD-01544,Sports,118.68,118.45,88.0,291.0,508.0,Night,Saturday,Summer,1,19.1,67,13020.78,194.34
PROD-01545,Fashion,141.34,135.21,84.0,446.0,3957.0,Evening,Monday,Spring,1,15.1,56,12831.28,229.13
PROD-01546,Sports,165.73,154.54,28.0,232.0,486.0,Evening,Saturday,Summer,1,26.53,20,4595.2,229.76
PROD-01547,Books,58.35,66.75,98.0,456.0,3403.0,Afternoon,Wednesday,Winter,1,29.68,53,5870.28,110.76
PROD-01548,Beauty,34.21,31.67,55.0,488.0,4765.0,Night,Thursday,Autumn,0,6.99,36,1716.48,47.68
PROD-01549,Home & Kitchen,180.24,192.45,35.0,27.0,1574.0,Morning,Thursday,Autumn,0,2.85,26,7874.36,302.86
PROD-01550,Electronics,493.96,461.92,26.0,258.0,3436.0,Evening,Saturday,Spring,1,13.67,16,12386.72,774.17
PROD-01551,Fashion,144.96,126.28,39.0,264.0,4401.0,Morning,Tuesday,Spring,0,18.7,34,7572.48,222.72
PROD-01552,Beauty,79.9,84.29,8.0,193.0,2166.0,Morning,Monday,Summer,1,13.19,5,607.25,121.45
PROD-01553,Sports,266.4,226.57,70.0,415.0,2271.0,Evening,Wednesday,Winter,1,22.0,43,16683.57,387.99
PROD-01554,Sports,381.25,401.35,72.0,198.0,1042.0,Afternoon,Monday,Winter,1,17.7,55,37204.2,676.44
PROD-01555,Home & Kitchen,164.05,151.77,68.0,28.0,2166.0,Morning,Tuesday,Spring,0,32.78,45,12361.95,274.71
PROD-01556,Electronics,892.77,958.69,57.0,274.0,4374.0,Night,Friday,Summer,1,14.33,32,56814.08,1775.44
PROD-01557,Beauty,13.51,14.6,39.0,101.0,3333.0,Afternoon,Saturday,Summer,1,2.89,20,544.6,27.23
PROD-01558,Books,19.43,20.74,73.0,178.0,1047.0,Night,Friday,Autumn,0,10.57,55,1739.1,31.62
PROD-01559,Beauty,74.92,64.23,87.0,251.0,2656.0,Morning,Wednesday,Spring,0,21.21,61,7025.37,115.17
PROD-01560,Beauty,14.34,15.22,13.0,361.0,3548.0,Morning,Saturday,Summer,1,8.96,11,240.24,21.84
PROD-01561,Fashion,162.06,185.89,41.0,139.0,432.0,Afternoon,Wednesday,Winter,1,9.41,31,8244.14,265.94
PROD-01562,Fashion,176.01,162.42,99.0,190.0,3828.0,Evening,Tuesday,Summer,1,11.89,66,24212.76,366.86
PROD-01563,Fashion,191.75,178.76,86.0,34.0,1046.0,Afternoon,Saturday,Winter,1,26.11,58,20792.42,358.49
PROD-01564,Beauty,82.32,90.06,99.0,192.0,1508.0,Morning,Thursday,Autumn,0,32.9,69,10841.97,157.13
PROD-01565,Sports,251.48,225.86,22.0,290.0,2110.0,Evening,Wednesday,Autumn,1,12.26,19,6574.38,346.02
PROD-01566,Home & Kitchen,216.15,226.56,49.0,308.0,2549.0,Night,Friday,Summer,1,6.84,34,12084.96,355.44
PROD-01567,Beauty,15.78,16.98,17.0,147.0,4584.0,Morning,Saturday,Winter,1,14.72,11,334.62,30.42
PROD-01568,Sports,62.48,53.81,87.0,31.0,1153.0,Afternoon,Tuesday,Spring,0,12.31,64,6759.04,105.61
PROD-01569,Beauty,101.7,103.34,54.0,289.0,1316.0,Afternoon,Monday,Winter,1,34.65,31,5008.98,161.58
PROD-01570,Beauty,149.38,152.78,28.0,328.0,1925.0,Evening,Thursday,Winter,1,16.24,22,5011.6,227.8
PROD-01571,Electronics,215.8,203.08,13.0,43.0,4293.0,Morning,Monday,Autumn,0,23.77,8,2839.44,354.93
PROD-01572,Home & Kitchen,292.06,325.04,75.0,252.0,4827.0,Morning,Friday,Winter,1,31.98,46,26877.34,584.29
PROD-01573,Books,46.31,41.62,82.0,48.0,2299.0,Morning,Thursday,Autumn,0,22.02,47,3737.44,79.52
PROD-01574,Books,50.47,48.42,88.0,227.0,3481.0,Evening,Tuesday,Autumn,1,8.73,44,4322.56,98.24
PROD-01575,Electronics,745.2,823.15,97.0,320.0,4590.0,Morning,Friday,Spring,0,21.26,48,69146.88,1440.56
PROD-01576,Fashion,162.58,147.49,82.0,359.0,4240.0,Evening,Wednesday,Spring,1,14.07,47,13645.98,290.34
PROD-01577,Sports,286.27,313.87,79.0,357.0,3422.0,Afternoon,Wednesday,Spring,0,14.78,44,21139.8,480.45
PROD-01578,Books,52.24,45.65,82.0,379.0,2725.0,Afternoon,Tuesday,Spring,0,34.28,55,4000.7,72.74
PROD-01579,Electronics,322.29,321.25,99.0,121.0,4922.0,Night,Friday,Winter,1,9.75,57,38775.39,680.27
PROD-01580,Sports,372.32,324.88,48.0,423.0,1233.0,Night,Sunday,Spring,1,16.41,36,18978.84,527.19
PROD-01581,Fashion,25.98,27.37,77.0,175.0,1845.0,Night,Friday,Spring,0,5.6,62,2846.42,45.91
PROD-01582,Fashion,212.33,230.84,82.0,188.0,3578.0,Night,Tuesday,Winter,1,6.25,53,23376.18,441.06
PROD-01583,Sports,53.78,59.42,16.0,394.0,153.0,Morning,Saturday,Summer,1,21.12,11,776.71,70.61
PROD-01584,Home & Kitchen,121.48,139.01,70.0,164.0,2527.0,Night,Monday,Winter,1,26.29,42,9777.6,232.8
PROD-01585,Sports,26.46,27.83,37.0,38.0,4279.0,Morning,Wednesday,Winter,1,22.28,22,1162.92,52.86
PROD-01586,Fashion,122.41,132.29,17.0,357.0,925.0,Afternoon,Monday,Autumn,0,11.52,13,2134.86,164.22
PROD-01587,Books,23.39,23.43,21.0,331.0,4025.0,Evening,Saturday,Winter,1,2.09,15,560.55,37.37
PROD-01588,Electronics,365.99,411.31,15.0,291.0,2091.0,Evening,Monday,Winter,1,16.46,12,6630.48,552.54
PROD-01589,Beauty,73.15,76.31,90.0,72.0,4309.0,Evening,Thursday,Spring,1,17.65,51,8215.59,161.09
PROD-01590,Electronics,602.37,671.68,78.0,316.0,3192.0,Evening,Tuesday,Spring,1,26.97,48,53372.16,1111.92
PROD-01591,Books,47.22,43.47,14.0,100.0,828.0,Afternoon,Tuesday,Summer,1,22.41,11,764.39,69.49
PROD-01592,Home & Kitchen,449.77,449.33,64.0,278.0,3689.0,Evening,Friday,Autumn,1,30.49,37,31703.45,856.85
PROD-01593,Home & Kitchen,336.71,359.92,67.0,254.0,327.0,Afternoon,Saturday,Winter,1,27.4,54,29507.76,546.44
PROD-01594,Electronics,324.41,295.48,54.0,386.0,1253.0,Afternoon,Monday,Spring,0,12.81,53,21344.16,402.72
PROD-01595,Books,21.25,19.41,62.0,488.0,4447.0,Evening,Tuesday,Spring,1,22.13,43,1379.01,32.07
PROD-01596,Electronics,1113.32,1272.98,91.0,95.0,4386.0,Evening,Wednesday,Summer,1,26.16,49,130789.33,2669.17
PROD-01597,Sports,58.28,57.13,54.0,58.0,279.0,Afternoon,Sunday,Summer,1,33.49,43,4109.51,95.57
PROD-01598,Books,27.38,24.76,67.0,278.0,1928.0,Morning,Monday,Winter,1,14.78,48,2121.12,44.19
PROD-01599,Beauty,141.95,134.77,59.0,476.0,515.0,Afternoon,Tuesday,Summer,1,22.69,39,7431.06,190.54
PROD-01600,Books,57.29,55.52,42.0,79.0,1392.0,Afternoon,Wednesday,Winter,1,13.74,32,3151.36,98.48
PROD-01601,Fashion,114.58,118.81,89.0,244.0,4838.0,Morning,Wednesday,Spring,0,25.82,54,11660.22,215.93
PROD-01602,Books,41.71,47.0,44.0,204.0,1015.0,Morning,Monday,Spring,0,31.92,29,1862.09,64.21
PROD-01603,Books,30.12,34.52,80.0,159.0,3225.0,Night,Thursday,Winter,1,32.17,50,3039.5,60.79
PROD-01604,Fashion,193.3,202.09,62.0,332.0,4030.0,Afternoon,Friday,Spring,0,5.5,43,13686.47,318.29
PROD-01605,Electronics,231.58,245.47,70.0,148.0,4410.0,Evening,Tuesday,Spring,1,7.14,33,16239.63,492.11
PROD-01606,Beauty,30.18,28.57,77.0,247.0,1803.0,Morning,Friday,Autumn,0,26.42,68,3136.16,46.12
PROD-01607,Electronics,814.2,901.44,74.0,422.0,3499.0,Night,Monday,Spring,0,22.09,46,63693.44,1384.64
PROD-01608,Sports,112.21,102.71,58.0,190.0,2442.0,Morning,Saturday,Spring,1,31.68,39,7617.87,195.33
PROD-01609,Fashion,173.19,152.74,63.0,11.0,581.0,Afternoon,Tuesday,Summer,1,10.98,48,13607.04,283.48
PROD-01610,Electronics,551.22,629.48,53.0,442.0,1152.0,Night,Tuesday,Autumn,0,29.68,36,25810.2,716.95
PROD-01611,Books,53.77,59.64,37.0,137.0,3753.0,Morning,Tuesday,Autumn,0,23.93,27,2529.63,93.69
PROD-01612,Electronics,1019.26,959.22,74.0,386.0,3446.0,Evening,Sunday,Autumn,1,6.84,54,94441.14,1748.91
PROD-01613,Books,32.11,33.79,88.0,381.0,2629.0,Night,Thursday,Spring,0,4.43,62,3285.38,52.99
PROD-01614,Books,47.51,47.04,72.0,263.0,3916.0,Morning,Friday,Summer,1,24.6,45,4167.9,92.62
PROD-01615,Electronics,471.14,446.14,78.0,44.0,3471.0,Morning,Tuesday,Summer,1,5.55,53,51902.37,979.29
PROD-01616,Fashion,133.68,125.13,83.0,475.0,1730.0,Night,Monday,Summer,1,27.8,74,14225.02,192.23
PROD-01617,Books,15.86,14.13,39.0,340.0,1505.0,Afternoon,Monday,Autumn,0,19.5,27,528.12,19.56
PROD-01618,Sports,347.83,352.98,10.0,212.0,4728.0,Night,Thursday,Spring,0,16.69,7,3883.67,554.81
PROD-01619,Electronics,1023.07,1006.68,37.0,427.0,4860.0,Night,Wednesday,Autumn,0,9.64,29,42764.27,1474.63
PROD-01620,Beauty,136.3,136.8,76.0,394.0,201.0,Night,Saturday,Winter,1,34.43,68,13398.04,197.03
PROD-01621,Fashion,221.82,202.88,82.0,380.0,3964.0,Night,Saturday,Autumn,1,25.28,62,24395.14,393.47
PROD-01622,Electronics,1159.6,1312.18,53.0,84.0,708.0,Night,Wednesday,Summer,1,27.23,33,70181.76,2126.72
PROD-01623,Beauty,41.97,43.71,78.0,316.0,4313.0,Afternoon,Thursday,Summer,1,26.9,55,4554.0,82.8
PROD-01624,Electronics,1131.82,1267.51,12.0,143.0,2964.0,Night,Wednesday,Autumn,0,20.44,8,13977.6,1747.2
PROD-01625,Sports,239.2,211.17,66.0,40.0,3454.0,Afternoon,Friday,Autumn,0,32.89,37,17304.16,467.68
PROD-01626,Beauty,69.15,71.7,69.0,169.0,3521.0,Evening,Friday,Summer,1,20.43,44,5940.88,135.02
PROD-01627,Sports,235.14,259.79,53.0,52.0,3044.0,Morning,Friday,Spring,0,18.2,31,14211.33,458.43
PROD-01628,Sports,153.48,145.69,73.0,53.0,1290.0,Night,Monday,Autumn,0,9.58,51,13788.36,270.36
PROD-01629,Home & Kitchen,165.62,150.47,51.0,363.0,4045.0,Evening,Wednesday,Autumn,1,9.86,36,9310.32,258.62
PROD-01630,Electronics,441.31,410.2,54.0,251.0,2792.0,Night,Sunday,Spring,1,25.79,42,31421.88,748.14
PROD-01631,Sports,55.91,52.1,62.0,199.0,2748.0,Afternoon,Wednesday,Autumn,0,11.72,51,4730.76,92.76
PROD-01632,Beauty,79.52,78.26,80.0,96.0,1626.0,Afternoon,Tuesday,Spring,0,25.5,50,6848.5,136.97
PROD-01633,Electronics,1087.76,1030.97,28.0,385.0,99.0,Evening,Tuesday,Autumn,1,33.34,23,30644.97,1332.39
PROD-01634,Beauty,98.22,91.48,33.0,317.0,2792.0,Night,Monday,Autumn,0,15.38,28,3818.36,136.37
PROD-01635,Home & Kitchen,274.86,287.1,44.0,293.0,1758.0,Evening,Saturday,Spring,1,3.41,28,12154.52,434.09
PROD-01636,Sports,185.72,160.82,24.0,95.0,3313.0,Night,Monday,Autumn,0,23.33,19,5674.35,298.65
PROD-01637,Electronics,664.4,632.58,36.0,62.0,1854.0,Morning,Friday,Spring,0,0.33,26,28147.6,1082.6
PROD-01638,Sports,103.48,109.37,38.0,62.0,4865.0,Night,Wednesday,Summer,1,27.55,19,4075.69,214.51
PROD-01639,Fashion,209.28,188.92,34.0,13.0,3420.0,Evening,Monday,Autumn,1,18.4,25,9815.0,392.6
PROD-01640,Fashion,65.63,60.13,43.0,484.0,2305.0,Night,Sunday,Summer,1,17.14,35,2845.15,81.29
PROD-01641,Books,44.41,40.43,52.0,184.0,3555.0,Morning,Saturday,Winter,1,19.93,31,2377.7,76.7
PROD-01642,Electronics,959.99,816.25,71.0,329.0,3258.0,Afternoon,Saturday,Winter,1,18.07,45,69811.65,1551.37
PROD-01643,Home & Kitchen,300.19,297.83,33.0,491.0,3121.0,Morning,Sunday,Winter,1,11.33,28,11957.68,427.06
PROD-01644,Sports,348.6,300.38,85.0,468.0,2911.0,Afternoon,Sunday,Spring,1,9.85,75,38986.5,519.82
PROD-01645,Electronics,491.05,457.6,50.0,160.0,4662.0,Night,Friday,Spring,0,14.54,31,27683.31,893.01
PROD-01646,Fashion,222.77,255.84,73.0,245.0,1621.0,Evening,Thursday,Spring,1,31.32,38,15988.12,420.74
PROD-01647,Home & Kitchen,372.82,419.62,15.0,232.0,2190.0,Night,Friday,Autumn,0,4.74,10,5497.1,549.71
PROD-01648,Sports,324.53,296.79,21.0,17.0,1302.0,Evening,Thursday,Summer,1,11.37,16,8391.04,524.44
PROD-01649,Beauty,103.04,97.17,48.0,384.0,2869.0,Night,Tuesday,Autumn,0,6.73,35,5069.75,144.85
PROD-01650,Beauty,128.49,127.09,39.0,287.0,4939.0,Night,Wednesday,Summer,1,14.95,26,5770.96,221.96
PROD-01651,Fashion,248.41,274.08,52.0,186.0,3061.0,Evening,Thursday,Spring,1,4.67,29,14272.93,492.17
PROD-01652,Electronics,620.16,676.47,20.0,279.0,1073.0,Night,Monday,Autumn,0,26.63,16,13180.16,823.76
PROD-01653,Electronics,1013.92,900.23,49.0,367.0,4611.0,Morning,Saturday,Autumn,1,3.62,37,60289.65,1629.45
PROD-01654,Sports,304.22,269.94,70.0,8.0,3961.0,Evening,Sunday,Autumn,1,23.28,40,25607.2,640.18
PROD-01655,Electronics,652.87,636.56,74.0,323.0,2228.0,Evening,Wednesday,Summer,1,9.37,45,48123.45,1069.41
PROD-01656,Fashion,233.2,259.09,28.0,430.0,775.0,Night,Thursday,Autumn,0,16.53,23,6622.85,287.95
PROD-01657,Beauty,65.22,72.7,37.0,363.0,2043.0,Evening,Saturday,Winter,1,7.0,27,2725.92,100.96
PROD-01658,Beauty,89.17,78.66,54.0,310.0,4031.0,Morning,Thursday,Autumn,0,25.56,40,5530.4,138.26
PROD-01659,Beauty,24.83,25.39,54.0,46.0,2906.0,Evening,Friday,Winter,1,33.19,28,1356.88,48.46
PROD-01660,Fashion,71.93,64.5,80.0,372.0,969.0,Night,Thursday,Summer,1,7.76,53,5416.6,102.2
PROD-01661,Sports,340.26,359.26,42.0,375.0,834.0,Morning,Tuesday,Spring,0,33.36,34,15873.24,466.86
PROD-01662,Sports,173.71,195.41,68.0,247.0,4837.0,Morning,Saturday,Winter,1,11.38,36,13055.04,362.64
PROD-01663,Fashion,110.64,109.14,88.0,291.0,2263.0,Evening,Tuesday,Summer,1,19.52,61,12248.8,200.8
PROD-01664,Sports,117.24,102.58,33.0,309.0,3445.0,Evening,Tuesday,Spring,1,24.56,23,4147.13,180.31
PROD-01665,Sports,209.35,214.33,83.0,61.0,1835.0,Evening,Friday,Spring,1,6.97,41,18413.51,449.11
PROD-01666,Home & Kitchen,408.73,397.52,36.0,129.0,496.0,Morning,Friday,Summer,1,15.57,27,17888.31,662.53
PROD-01667,Books,54.23,59.29,36.0,396.0,2089.0,Evening,Sunday,Spring,1,2.37,26,2067.0,79.5
PROD-01668,Books,8.86,8.43,67.0,486.0,3481.0,Evening,Friday,Autumn,1,24.4,43,580.5,13.5
PROD-01669,Sports,240.56,267.61,64.0,135.0,1700.0,Night,Monday,Autumn,0,14.58,49,20456.03,417.47
PROD-01670,Books,30.7,28.62,57.0,200.0,3037.0,Afternoon,Saturday,Summer,1,31.21,38,2007.92,52.84
PROD-01671,Books,38.79,34.8,26.0,457.0,2218.0,Afternoon,Wednesday,Spring,0,9.59,26,1134.9,43.65
PROD-01672,Sports,192.73,181.54,14.0,82.0,1720.0,Morning,Monday,Spring,0,32.33,9,2521.35,280.15
PROD-01673,Fashion,111.69,96.1,91.0,131.0,1312.0,Evening,Friday,Winter,1,4.94,69,13825.53,200.37
PROD-01674,Books,30.95,28.92,88.0,28.0,1340.0,Evening,Tuesday,Summer,1,21.24,61,3656.95,59.95
PROD-01675,Books,37.01,38.79,89.0,118.0,1315.0,Afternoon,Wednesday,Spring,0,10.77,51,3295.11,64.61
PROD-01676,Beauty,80.14,71.54,53.0,318.0,3607.0,Evening,Thursday,Autumn,1,6.36,40,4900.0,122.5
PROD-01677,Electronics,672.14,593.78,89.0,174.0,1719.0,Night,Monday,Winter,1,3.29,60,75659.4,1260.99
PROD-01678,Home & Kitchen,414.38,368.68,49.0,491.0,3719.0,Morning,Saturday,Spring,1,22.95,38,22230.0,585.0
PROD-01679,Beauty,114.39,99.89,12.0,445.0,1589.0,Evening,Thursday,Winter,1,8.16,10,1317.6,131.76
PROD-01680,Sports,153.02,170.21,23.0,448.0,1669.0,Evening,Sunday,Autumn,1,20.05,21,4483.29,213.49
PROD-01681,Beauty,122.08,138.35,30.0,363.0,4624.0,Morning,Thursday,Summer,1,34.28,21,4686.57,223.17
PROD-01682,Electronics,1053.65,910.32,40.0,351.0,4387.0,Morning,Friday,Winter,1,11.06,35,57790.95,1651.17
PROD-01683,Electronics,353.49,381.07,94.0,255.0,2033.0,Afternoon,Saturday,Summer,1,1.22,73,44822.0,614.0
PROD-01684,Books,37.05,39.68,36.0,495.0,1380.0,Morning,Tuesday,Autumn,0,5.0,33,1625.25,49.25
PROD-01685,Home & Kitchen,164.1,188.56,63.0,48.0,3592.0,Afternoon,Sunday,Spring,1,4.18,39,13396.5,343.5
PROD-01686,Sports,302.19,288.4,30.0,361.0,395.0,Morning,Tuesday,Spring,0,16.21,27,9786.69,362.47
PROD-01687,Home & Kitchen,142.23,133.08,66.0,70.0,2309.0,Night,Sunday,Winter,1,26.06,50,12896.0,257.92
PROD-01688,Home & Kitchen,345.56,340.7,58.0,170.0,3019.0,Evening,Friday,Winter,1,10.38,40,24754.8,618.87
PROD-01689,Beauty,45.72,50.61,19.0,128.0,3395.0,Afternoon,Thursday,Spring,0,5.1,11,857.23,77.93
PROD-01690,Electronics,711.14,759.91,48.0,301.0,579.0,Night,Tuesday,Spring,0,22.43,40,37651.2,941.28
PROD-01691,Books,57.18,56.69,15.0,393.0,64.0,Morning,Thursday,Autumn,0,10.54,11,710.82,64.62
PROD-01692,Beauty,63.38,58.53,89.0,40.0,1419.0,Evening,Thursday,Winter,1,20.13,63,7963.2,126.4
PROD-01693,Sports,353.4,377.47,71.0,301.0,640.0,Evening,Sunday,Autumn,1,32.68,55,30702.1,558.22
PROD-01694,Home & Kitchen,493.86,546.39,94.0,111.0,2560.0,Night,Saturday,Autumn,1,10.2,56,57159.2,1020.7
PROD-01695,Electronics,1074.85,1042.59,88.0,39.0,4601.0,Morning,Thursday,Summer,1,17.94,41,99352.84,2423.24
PROD-01696,Books,14.12,14.84,25.0,209.0,1467.0,Evening,Wednesday,Spring,1,28.24,18,396.36,22.02
PROD-01697,Home & Kitchen,415.24,402.81,72.0,291.0,2295.0,Night,Wednesday,Winter,1,24.21,47,32262.68,686.44
PROD-01698,Electronics,232.15,230.65,14.0,101.0,1114.0,Night,Wednesday,Winter,1,26.3,11,3847.14,349.74
PROD-01699,Home & Kitchen,214.85,216.46,96.0,195.0,267.0,Morning,Monday,Summer,1,27.04,66,25347.3,384.05
PROD-01700,Beauty,131.9,142.81,79.0,476.0,3530.0,Night,Monday,Autumn,0,18.9,58,12028.04,207.38
PROD-01701,Fashion,178.41,203.97,69.0,174.0,1319.0,Afternoon,Saturday,Spring,1,18.76,41,13293.84,324.24
PROD-01702,Fashion,142.53,140.15,99.0,497.0,2757.0,Afternoon,Tuesday,Summer,1,25.16,74,16245.96,219.54
PROD-01703,Books,26.33,25.09,85.0,417.0,3431.0,Morning,Wednesday,Spring,0,24.42,62,2509.76,40.48
PROD-01704,Fashion,206.83,198.98,87.0,186.0,4206.0,Morning,Friday,Summer,1,23.45,61,24787.35,406.35
PROD-01705,Beauty,109.34,97.33,14.0,288.0,968.0,Afternoon,Friday,Spring,0,13.37,14,1858.36,132.74
PROD-01706,Beauty,75.58,70.97,7.0,354.0,2927.0,Morning,Wednesday,Autumn,0,29.0,6,600.0,100.0
PROD-01707,Beauty,134.95,118.21,96.0,232.0,4558.0,Evening,Saturday,Spring,1,8.27,55,14414.4,262.08
PROD-01708,Beauty,42.19,41.28,28.0,204.0,2443.0,Evening,Tuesday,Autumn,1,5.45,17,1110.78,65.34
PROD-01709,Fashion,59.19,53.28,45.0,165.0,251.0,Afternoon,Thursday,Autumn,0,12.08,41,3399.31,82.91
PROD-01710,Fashion,167.84,160.11,9.0,70.0,1343.0,Evening,Monday,Winter,1,8.88,8,2075.76,259.47
PROD-01711,Home & Kitchen,486.84,529.71,64.0,13.0,3983.0,Evening,Thursday,Spring,1,23.21,29,31477.47,1085.43
PROD-01712,Home & Kitchen,146.21,135.07,82.0,169.0,3970.0,Morning,Monday,Summer,1,8.09,53,15421.41,290.97
PROD-01713,Beauty,44.95,46.46,84.0,398.0,1606.0,Afternoon,Sunday,Spring,1,22.98,58,4275.18,73.71
PROD-01714,Books,12.67,14.2,60.0,117.0,1024.0,Night,Friday,Autumn,0,17.96,35,762.65,21.79
PROD-01715,Sports,347.71,354.69,67.0,90.0,1494.0,Morning,Tuesday,Spring,0,5.34,55,33048.95,600.89
PROD-01716,Beauty,41.7,37.87,53.0,164.0,1249.0,Night,Friday,Autumn,0,9.04,45,2970.0,66.0
PROD-01717,Sports,213.69,203.74,47.0,299.0,3717.0,Night,Wednesday,Winter,1,18.26,38,13938.02,366.79
PROD-01718,Home & Kitchen,495.71,509.15,57.0,108.0,4215.0,Afternoon,Thursday,Autumn,0,25.66,30,28773.9,959.13
PROD-01719,Home & Kitchen,35.71,35.78,93.0,110.0,280.0,Afternoon,Tuesday,Spring,0,13.94,64,3907.84,61.06
PROD-01720,Sports,233.68,209.05,28.0,57.0,3718.0,Morning,Thursday,Summer,1,8.15,22,8881.18,403.69
PROD-01721,Electronics,712.29,700.92,49.0,166.0,3774.0,Evening,Monday,Autumn,1,10.33,33,44982.3,1363.1
PROD-01722,Books,49.41,50.05,62.0,109.0,3083.0,Morning,Tuesday,Summer,1,3.33,37,3586.41,96.93
PROD-01723,Sports,158.23,147.19,59.0,415.0,4362.0,Night,Friday,Summer,1,0.88,43,10670.88,248.16
